timestamp,x,y,z,mag,lat,long,tipo
2026-02-10T06:38:05.452565,-0.0170,0.0909,0.0257,0.0915,0.0,0.0,STREAM
2026-02-10T06:38:05.644305,-0.0321,0.0891,0.0285,0.0879,0.0,0.0,STREAM
2026-02-10T06:38:05.837005,-0.0101,0.0979,0.0096,0.0835,0.0,0.0,STREAM
2026-02-10T06:38:06.031661,-0.0133,0.1255,-0.0187,0.0815,0.0,0.0,STREAM
2026-02-10T06:38:06.225002,-0.0032,0.1251,-0.0073,0.0831,0.0,0.0,STREAM
2026-02-10T06:38:06.420850,0.0005,0.1364,-0.0075,0.0876,0.0,0.0,STREAM
2026-02-10T06:38:06.612216,-0.0115,0.1479,-0.0090,0.0946,0.0,0.0,STREAM
2026-02-10T06:38:06.806317,-0.0050,0.1582,-0.0100,0.1027,0.0,0.0,STREAM
2026-02-10T06:38:07.002246,-0.0038,0.1784,-0.0042,0.1133,0.0,0.0,STREAM
2026-02-10T06:38:07.195416,-0.0018,0.1896,-0.0108,0.1241,0.0,0.0,STREAM
2026-02-10T06:38:07.389183,0.0054,0.1928,-0.0078,0.1340,0.0,0.0,STREAM
2026-02-10T06:38:07.583242,0.0026,0.2027,-0.0062,0.1441,0.0,0.0,STREAM
2026-02-10T06:38:07.776288,-0.0055,0.2139,-0.0149,0.1544,0.0,0.0,STREAM
2026-02-10T06:38:07.971063,-0.0102,0.2179,-0.0178,0.1639,0.0,0.0,STREAM
2026-02-10T06:38:08.164854,-0.0055,0.2065,-0.0134,0.1703,0.0,0.0,STREAM
2026-02-10T06:38:08.359127,-0.0040,0.1948,-0.0174,0.1740,0.0,0.0,STREAM
2026-02-10T06:38:08.551245,-0.0038,0.1859,-0.0190,0.1759,0.0,0.0,STREAM
2026-02-10T06:38:08.745733,-0.0041,0.1749,-0.0168,0.1758,0.0,0.0,STREAM
2026-02-10T06:38:08.941168,-0.0028,0.1586,-0.0171,0.1733,0.0,0.0,STREAM
2026-02-10T06:38:09.134237,0.0028,0.1140,-0.0104,0.1644,0.0,0.0,STREAM
2026-02-10T06:38:09.328109,0.0056,0.0841,-0.0068,0.1524,0.0,0.0,STREAM
2026-02-10T06:38:09.517918,0.0024,0.0709,-0.0112,0.1403,0.0,0.0,STREAM
2026-02-10T06:38:09.713743,0.0020,0.0591,-0.0071,0.1281,0.0,0.0,STREAM
2026-02-10T06:38:09.908202,0.0009,0.0430,-0.0052,0.1154,0.0,0.0,STREAM
2026-02-10T06:38:10.100882,0.0011,0.0371,-0.0049,0.1037,0.0,0.0,STREAM
2026-02-10T06:38:10.295194,0.0007,0.0311,-0.0064,0.0929,0.0,0.0,STREAM
2026-02-10T06:38:10.489456,0.0005,0.0230,-0.0036,0.0824,0.0,0.0,STREAM
2026-02-10T06:38:10.682348,0.0001,0.0191,-0.0025,0.0729,0.0,0.0,STREAM
2026-02-10T06:38:10.876145,0.0020,0.0126,-0.0024,0.0639,0.0,0.0,STREAM
2026-02-10T06:38:11.071434,0.0021,0.0094,-0.0023,0.0558,0.0,0.0,STREAM
2026-02-10T06:38:11.262982,0.0019,0.0056,-0.0019,0.0483,0.0,0.0,STREAM
2026-02-10T06:38:11.455781,0.0037,0.0042,-0.0015,0.0417,0.0,0.0,STREAM
2026-02-10T06:38:11.651328,0.0032,0.0019,-0.0009,0.0357,0.0,0.0,STREAM
2026-02-10T06:38:11.844388,0.0017,0.0019,0.0054,0.0306,0.0,0.0,STREAM
2026-02-10T06:38:12.041080,0.0004,0.0021,0.0031,0.0263,0.0,0.0,STREAM
