timestamp,x_raw,y_raw,z_raw,magnitude_filtered
1770644318362,-0.009244999848306179,0.04494199901819229,-0.013632000423967838,0.03902340983897851
1770644318559,-0.008162000216543674,0.05676800012588501,-0.02367500029504299,0.05255186442720827
1770644318753,-0.005508000031113625,0.05997199937701225,-0.013132000342011452,0.05787108876305872
1770644318947,-0.002107999986037612,0.05806500092148781,-0.01925100013613701,0.0597992780293415
1770644319141,-0.0091559998691082,0.057944998145103455,-0.004738000221550465,0.05885044029806615
1770644319335,-0.009304000064730644,0.0664680004119873,-0.015282999724149704,0.06481484187773101
1770644319528,-0.011529999785125256,0.08190599828958511,-0.03291499987244606,0.07907096456995744
1770644319720,-0.0027749999426305294,0.08289100229740143,-0.019946999847888947,0.08264072307480598
1770644319914,-0.01090299990028143,0.08029499650001526,-0.03179199993610382,0.08513680934422586
1770644320109,0.00787699967622757,0.06819500029087067,-0.0027660001069307327,0.07402654369826539
1770644320303,0.024114999920129776,0.07198599725961685,-0.026156000792980194,0.07675536416001419
1770644320498,0.008245999924838543,0.04769200086593628,-0.016008999198675156,0.06126650768257326
1770644320690,-0.020027000457048416,0.03393999859690666,-0.022704999893903732,0.04871655409299608
1770644320884,-0.005549999885261059,0.036090001463890076,-0.00724400021135807,0.04150752032656386
1770644321077,0.02275799959897995,0.01463400013744831,0.021656999364495277,0.027939689159508712
1770644321272,0.04068100079894066,0.0201990008354187,0.04126900061964989,0.04572625938117443
1770644321464,0.034970998764038086,0.013988000340759754,0.056703001260757446,0.05825892748782478
1770644321656,0.037362001836299896,-0.038417998701334,0.030997000634670258,0.053501275915737175
1770644321853,0.03206000104546547,-0.009282000362873077,0.021669000387191772,0.04502049042190632
1770644322045,0.020157000049948692,0.022964999079704285,-0.0039900001138448715,0.028347561648994
1770644322239,0.004313999786973,0.026162000373005867,-0.008489999920129776,0.02318421303138895
1770644322433,0.02088100090622902,0.05049100145697594,0.03496300056576729,0.04657081587073323
1770644322629,0.017663000151515007,0.03445500135421753,0.008113999851047993,0.04204382021322677
1770644322820,0.000019999999494757503,0.018688999116420746,0.060378000140190125,0.04919046052737553
1770644323015,0.017318999394774437,0.01897300034761429,0.08992899954319,0.07493967251760293
1770644323206,0.052354998886585236,0.016008999198675156,0.058152999728918076,0.07524628716152278
1770644323403,0.01755799911916256,0.039877999573946,0.0872580036520958,0.08736156724850551
1770644323597,0.03856400027871132,0.01076900027692318,0.004170999862253666,0.050872833734891376
1770644323790,0.00875999964773655,0.012253999710083008,0.06667400151491165,0.0584870016874098
1770644323985,-0.0078039998188614845,-0.001496999990195036,0.00558000011369586,0.025379878106283376
1770644324176,-0.023674000054597855,0.017125999554991722,0.10151199996471405,0.07304145012534886
1770644324545,0.05302499979734421,-0.05480099841952324,-0.06442400068044662,0.03993166951374648
1770644324740,0.06361699849367142,-0.043905001133680344,-0.0501989983022213,0.07044768693908104
1770644324931,0.04457300156354904,0.0025450000539422035,-0.05075699836015701,0.06535926339033159
1770644325127,0.017333999276161194,-0.006391000002622604,0.021709999069571495,0.030695132468703066
1770644325318,0.014378000050783157,-0.01296599954366684,-0.013086000457406044,0.025167188533241985
1770644325515,0.008756999857723713,-0.06317500025033951,0.11997000128030777,0.08136900458003032
1770644325707,-0.027917999774217606,-0.03451399877667427,0.08282499760389328,0.08643540066429463
1770644325898,-0.030187999829649925,0.008589999750256538,0.09282000362873077,0.08994068020435368
1770644326093,-0.016488000750541687,0.0037430000957101583,0.07106299698352814,0.07953753023669177
1770644326289,0.011133999563753605,0.036194998770952225,0.03533399850130081,0.05618114591622453
1770644326481,0.03087100014090538,0.06413599848747253,0.10418300330638885,0.09734071870235686
1770644326677,-0.000011000000085914508,0.060694001615047455,0.0412059985101223,0.08042360255690473
1770644326866,-0.017503000795841217,0.08616200089454651,-0.06580699980258942,0.0759184538534579
1770644327062,-0.10306999832391739,0.09555400162935257,-0.26257699728012085,0.19662913640834456
1770644327257,-0.10020600259304047,0.10153499990701675,-0.23342899978160858,0.2426159252924007
1770644327447,-0.0854640007019043,0.17201900482177734,-0.21956099569797516,0.2704813312276521
1770644327645,-0.058410998433828354,0.15498200058937073,-0.11167299747467041,0.22465380980869815
1770644327839,-0.054646000266075134,0.09461499750614166,-0.09201999753713608,0.1754236967800171
1770644328033,-0.02679700031876564,0.05609099939465523,-0.03581799939274788,0.11266423312803117
1770644328226,-0.031589001417160034,0.040786001831293106,-0.10258899629116058,0.11094491167046462
1770644328418,-0.018566999584436417,0.013346999883651733,-0.01745700091123581,0.060713214468766874
1770644328612,0.00902399979531765,0.03813200071454048,-0.07532499730587006,0.0727960306298156
1770644328804,0.005750999785959721,0.03299599885940552,-0.07596500217914581,0.07868506104915828
1770644328999,-0.018384000286459923,0.027034999802708626,-0.039448000490665436,0.06087295651966564
1770644329191,0.004126999992877245,-0.00684700021520257,-0.06373800337314606,0.05960839916944953
1770644329386,0.001259000040590763,-0.021183999255299568,0.08698400110006332,0.030129140675203888
1770644329582,0.017287999391555786,-0.004050000105053186,-0.060277000069618225,0.027562696171066575
1770644329774,0.009232999756932259,0.00748499995097518,-0.03532499819993973,0.03263065985949786
1770644329966,0.04122599959373474,-0.006525000091642141,-0.10366299748420715,0.07999341589678666
1770644330162,-0.03393099829554558,0.014444000087678432,-0.011738999746739864,0.0386762354698481
1770644330355,-0.05945099890232086,0.06563399732112885,0.032363999634981155,0.0579175583126776
1770644330550,-0.06473600119352341,0.0362900011241436,0.04868499934673309,0.07374612770488227
1770644330745,-0.014437999576330185,-0.027153000235557556,0.08223599940538406,0.06888559829186346
1770644330937,0.022734999656677246,-0.04336699843406677,0.012156999669969082,0.04147562831087379
1770644331129,0.02233799919486046,-0.037501998245716095,0.007937000133097172,0.03994398889367145
1770644331325,-0.001411000033840537,0.03441900014877319,-0.13085900247097015,0.07203232030797924
