timestamp,x_raw,y_raw,z_raw,magnitude_filtered
1770645433155,-0.01792600005865097,0.04537099972367287,0.040497999638319016,0.06755978302531002
1770645433349,-0.03521899878978729,0.04280899837613106,0.053596001118421555,0.07277801946546948
1770645433541,-0.09693899750709534,0.029841000214219093,0.05730700120329857,0.09526253708929444
1770645433734,-0.10430300235748291,0.0116779999807477,0.008813000284135342,0.09676399809452839
1770645433928,-0.09282799810171127,-0.011343000456690788,0.017139000818133354,0.09427426655022508
1770645434123,-0.10324899852275848,-0.036017999053001404,0.020031999796628952,0.10294121354717518
1770645434315,-0.10373300313949585,-0.048799000680446625,0.03020000085234642,0.1116045033517374
1770645434509,-0.11076000332832336,-0.05219100043177605,0.028883999213576317,0.120024173825775
1770645434703,-0.1007390022277832,-0.05567200109362602,0.025854000821709633,0.11866108644682824
1770645434899,-0.09617000073194504,-0.05488000065088272,0.02674899995326996,0.11577354354378701
1770645435090,-0.07987300306558609,-0.04856500029563904,0.011311000213027,0.10261506269823398
1770645435285,-0.07615700364112854,-0.049706000834703445,0.015049999579787254,0.09631989181243705
1770645435480,-0.058051999658346176,-0.053109001368284225,0.0076339999213814735,0.08554571266053725
1770645435674,-0.0930510014295578,-0.006157999858260155,0.006298999767750502,0.08660319296144661
1770645435866,-0.09825500100851059,0.00018099999579135329,-0.029246000573039055,0.09362551082737598
1770645436061,-0.07681699842214584,-0.06414899975061417,-0.04663800075650215,0.09900432166288851
1770645436255,-0.1316860020160675,-0.046466998755931854,0.0006150000263005495,0.121504803251537
1770645436448,-0.2002899944782257,-0.08914600312709808,-0.06105700135231018,0.18464337950783236
1770645436642,-0.20933100581169128,-0.02425999939441681,-0.07393699884414673,0.20569627290048362
1770645436836,-0.2325890064239502,0.037032000720500946,-0.13570299744606018,0.24077964183553402
1770645437027,-0.29914501309394836,0.16006599366664886,-0.35354700684547424,0.38092694806286764
1770645437223,-0.22201299667358398,0.29188600182533264,-0.37975698709487915,0.46044937182932466
1770645437416,-0.32113999128341675,0.3040600121021271,-0.3488819897174835,0.5211238976221768
1770645437609,-0.3779670000076294,0.25039899349212646,-0.4359779953956604,0.5846853409631494
1770645437803,-0.4679949879646301,0.2404790073633194,-0.3945629894733429,0.6264099046676408
1770645437999,-0.5513169765472412,0.26204100251197815,-0.3970569968223572,0.6861331776306512
1770645438193,-0.5993319749832153,0.2543259859085083,-0.45798298716545105,0.7517400684829478
1770645438382,-0.5178380012512207,0.40241000056266785,-0.6226069927215576,0.8381416852311265
1770645438576,-0.42799800634384155,0.44713300466537476,-0.8744029998779297,0.9688060414803636
1770645438773,-0.3089419901371002,0.583728015422821,-1.1059130430221558,1.1513303808857378
1770645438963,-0.1585330069065094,0.6965780258178711,-1.1023869514465332,1.2415953948104241
1770645439161,0.009296000003814697,0.8512809872627258,-1.105249047279358,1.3249918269515704
1770645439352,0.06560199707746506,0.7728369832038879,-1.1628940105438232,1.366372119959881
1770645439545,0.08900199830532074,0.821943998336792,-1.2783479690551758,1.459328135289765
1770645439742,0.034616999328136444,0.886256992816925,-1.3493870496749878,1.5525499786186165
1770645439935,-0.046560000628232956,0.8858630061149597,-1.2660709619522095,1.5477927615541267
1770645440128,-0.14125600457191467,0.8706719875335693,-1.2360049486160278,1.5287877202834712
1770645440321,-0.24108299612998962,0.8521980047225952,-1.1945209503173828,1.5017227858213917
1770645440515,-0.30306699872016907,0.8317999839782715,-1.2017489671707153,1.4949798050575922
1770645440709,-0.24079400300979614,0.9117649793624878,-1.2282190322875977,1.526894033185677
1770645440905,-0.3573620021343231,0.8138179779052734,-1.0164140462875366,1.4185528151088234
1770645441097,-0.4282059967517853,0.7830920219421387,-0.8619750142097473,1.308160523795816
1770645441290,-0.42071399092674255,0.7458040118217468,-0.8825280070304871,1.2606370705909624
1770645441483,-0.356810986995697,0.7137399911880493,-0.8667259812355042,1.2110466660801038
1770645441679,-0.4250830113887787,0.5931469798088074,-0.730476975440979,1.1023205454036928
1770645441873,-0.4574179947376251,0.6175360083580017,-0.5419859886169434,1.0003538038438633
1770645442063,-0.4772210121154785,0.4801099896430969,-0.5513880252838135,0.9218661261121189
1770645442260,-0.3042660057544708,0.421438992023468,-0.3681960105895996,0.7500269354325667
1770645442449,-0.21876700222492218,0.28766900300979614,-0.234156996011734,0.557951301103525
1770645442645,-0.12661699950695038,0.10537700355052948,-0.07086800038814545,0.3278534537009771
1770645442840,-0.02678300067782402,0.00634300010278821,0.03843799978494644,0.13368935395525405
1770645443032,0.045740000903606415,-0.1449670046567917,0.0786999985575676,0.060445018339309514
1770645443229,0.14423899352550507,-0.15734699368476868,0.043549999594688416,0.1469911899252974
1770645443420,0.24398000538349152,-0.11885400116443634,0.13457000255584717,0.23499694080920133
1770645443613,0.3440130054950714,-0.10663899779319763,0.14162300527095795,0.32393362088549016
1770645443806,0.4739679992198944,-0.14935100078582764,0.17095300555229187,0.4445064254633405
1770645444001,0.5499669909477234,-0.16972899436950684,0.28431400656700134,0.562200851028349
1770645444195,0.49411600828170776,-0.3406069874763489,0.4827139973640442,0.6774450070318948
1770645444388,0.3966340124607086,-0.40713900327682495,0.7704060077667236,0.8309299599706831
1770645444582,0.2975139915943146,-0.5547969937324524,1.0083489418029785,1.03557725997754
1770645444773,0.13987800478935242,-0.662451982498169,0.9472079873085022,1.1048463410731442
1770645444967,-0.09515500068664551,-0.8156149983406067,1.0112420320510864,1.211089545590799
1770645445161,-0.10906899720430374,-0.7417510151863098,1.0620219707489014,1.2624392658316763
1770645445356,-0.14688900113105774,-0.7980319857597351,1.233212947845459,1.3898072907143502
1770645445550,-0.10563600063323975,-0.8500800132751465,1.2998080253601074,1.489892834315262
1770645445743,-0.00035700001171790063,-0.839044988155365,1.2249399423599243,1.4858392826127904
1770645445942,0.09848599880933762,-0.8069120049476624,1.1898829936981201,1.4572969146625756
1770645446132,0.20469599962234497,-0.7808870077133179,1.1502809524536133,1.423714802768763
1770645446327,0.2610599994659424,-0.7559800148010254,1.1629739999771118,1.4149742512947958
1770645446520,0.18599100410938263,-0.8307409882545471,1.190047025680542,1.4437059218515644
1770645446713,0.2837660014629364,-0.7475299835205078,0.9997950196266174,1.3440708671251018
1770645446906,0.34902599453926086,-0.7082890272140503,0.8318229913711548,1.2225533877479993
